id,comment_text,toxic,severe_toxic,obscene,threat,insult,identiti_hate
239,HEY HOW ABOUT SHE PUTS OUT A NEW SINGLE AM I RIGHT OR AM I RIGHT?,0,0,0,0,0,0
240,"Improv
What is the name of the part where the violinist improvises? Lestrade",0,0,0,0,0,0
241,"""

The bot does keep track, and will not update the same page more often than once every six months.  You can make sure this doesn't happen again by adding  to the main page; if an infobox is present and does not have an image in the """"image"""" field, PhotoCatBot will assume that's the photo the article still needs, and will not add it to .  Thanks!    """,0,0,0,0,0,0
242,"I certainly noticed you because of the poor edit at Stars Dance (where you formatted an enormous unsourced list of producers added to an album that had been created by another editor with a forged tracklist, an edit for which he has been warned). The edit for which you were blocked was less than nine hours old at the time you were blocked, and was nearly identical to the kinds of edits you were blocked for previously. That previous block was your warning. You don't get to make bad edits in blocks of four.—",0,0,0,0,0,0
243,"""

Sorry I find that there's nothing """"honorable"""" about samurai ethics, it's largely blind loyalty and fanaticism, and lack any of the Judeo-Christian values such as compassion and mercy. Such are the values indoctrinated into Imperial Japanese soldiers when they slaughtered over 300,000 Chinese civillians in the Nanjing Massacre, tortured Allied POWs in prison camps such as Changi, launched suicide Kamikaze attacks against Allied ships etc. Not even the Germans, who had at least at some Judeo-Christian values left even under the Nazi regime, match the level of fanaticism and pure evil of Imperial Japan.60.242.159.224  

""",0,0,0,0,0,0
244,( I really like this Icon where Can I get it ?),0,0,0,0,0,0
245,"request for checkuser 

Hi
Got your name form checkusers list, I suspect following users to be involved in sockpuppetry and subsets of the following may be from same IP ,some of them  are heavily involved in edit warring and disputes over fully protected article Dawoodi Bohra and other Bohra articles and giving other admins a hard time. One of the user Araz5152 created a hoax article [Qutbi bohra] which had to be completely transformed by another reliable author. So do let me know about the investigation

Mufaddalqn
SamanthaPuckettIndo

Markdrows
Md iet
Murtazajamali
DistributorScientiae
Araz5152",0,0,0,0,0,0
246,"Ok I am sorry, but I have created some articles that you have improved, so I'm not all bad.",0,0,0,0,0,0
247,"Wikipedia:Articles for deletion/Markus Kaarlonen 

The article about Markus Kaarlonen was proposed for deletion due to the lack of reliable sources in his article. I have added several sources, but more are needed. Please contribute to the article by adding reliable sources, or at least let me know if there is a source I could use. Thanks. '''''' (talk)",0,0,0,0,0,0
248,"""
What do you answer to this: """"Timoshenko was never “heroic”. He was just another New York cop going about his business, shot by a gun-toting crazy. (You seem to have a lot of those in your country.)"""" that the aussie sent me... Unfortunately nothing when he's spitting our our cherished country.  """,0,0,0,0,0,0
249,"]]
Category:Musicians work group articles needing attention",0,0,0,0,0,0
250,"Labeling Season 2B? 

How should this be done? Netflix's releases for May just came up, and the other 13 episodes of season 2 are listed as May 29th release... only they'll be released as Season 3.

So do we label them as Season 3, as Netflix, an official distributor labels them as such, and simply label them as production codes 214-226, or do we label them as season 2, with an addendum stating Netflix released them as a third season?

Obviously we have a few weeks, but figure getting a collective agreement on what to do now is better. 99.162.156.148",0,0,0,0,0,0
251,"Paleoconservatism 

The external link you added to Paleoconservatism was highly inappropriate. Please do not continue using Wikipedia to advance your personal agenda, or you will be blocked (again) for disruption.",0,0,0,0,0,0
252,"Geocities 
Exactly what policy does a site published by Geocities violate?  The article is well and professionally written as well as nicely-presented.  What's unreliable about it?  The fact that it was published on Geocities?  Plenty of good articles are published on Tripod.com or Hispavista.es and they're acceptable?  Why, because the user can invest on a domain name?  Because that's the only difference.",0,0,0,0,0,0
253,"""
Thanks. It looks like Mr. Case is done for the day though??? Strange?? Wiki alf is never going to let me hear the end of this one D . I feel bad though. I vandalism rv count is extremely high(no matter which IP I choose to edit from) The longer I amblocked, the more V that gets through. I have over 20000 edits as an anonymous editor(after walking away from my old usernameI have no personal ambition for """"Wiki-gain"""" so I have no use for a username. I only strive for Wiki-quality I don't want to boast... but I am VERY good at spotting vandalism. And being blocked for doing what I do best... is certainly strange. Hopefully resolved soon.  """,0,0,0,0,0,0
254,Thank you Squiddy! (but I still think it will get reverted just because I'm a sceptic!).,0,0,0,0,0,0
255,""".

Growing kits do produce a large amount of mushrooms, dried or wet, and can contain high amounts of psilocybin.  As for your question concerning """"chocolates"""", that is merely a method of grounding up mushrooms and mixing them with any chocolate or brownie mix, and just like any thing else thats not regulated, some may not have any psilocybin, and some may""",0,0,0,0,0,0
256,HOW was that a personal attack?! i said Roddi not Rodii.  I do hope there was no confusion there...get real people,0,0,0,0,0,0
257,"I'm gonna pull it then. If anyone disagrees with that, put it back and talk about it here. 66.206.186.59",0,0,0,0,0,0
258,"""

I did some stuff in my . Seeing as I can't exactly romanize names, can you help me romanize Vampir's one? The kana is ブラッディ‧ドラクル‧ヴァンピール, her full title being Bloody Dracul Vampir in english.ichi """,0,0,0,0,0,0
259,"How they achieved the speed? 

Interesting mystery about 747SP. Hundreds of pages written about it, how they made it lighter, shorter, more powerful, etc. But nowhere they say what they did to increase the speed. It flew just 200 kph slower than the speed of sound. And it's a good thing. But neither Boeing themselves, nor any other manufacturer ever tried to repeat this feat. Why? With modern airliners being able to cover up to 19,000 km why nobody makes them faster? What was done to the airfoil in that regard? Does anyone know a source where this angle is covered?",0,0,0,0,0,0
260,"and using that to vandalize until it is about to be banned, then repeat the process.''",0,0,0,0,0,0
261,shut the hell up,1,0,0,0,1,0
262,idiot,0,0,0,0,1,0
263,I will sue you,0,0,0,1,0,0
264,moron,0,0,0,0,1,0
265,I will make you bleed,0,0,0,1,0,0
266,I will punch you till you bleed,0,0,0,1,0,0
267,I have the power to destroy you,0,0,0,1,0,0
268,nonsense you don't know anything,1,0,0,0,1,0
269,nonsense you don't a shit about me,1,0,0,0,1,0
270,", 24 January 2010 (UTC)
Wikipedia is hosted in the US, so US laws on copyright, etc. are enforcable. That's just the way it is, and we need to avoid legal action being taken against the foundation. To be honest, I don't see big differences in behaviour of editors by nationality, so far as nationality is apparent - I suspect that there are just more Americans here than any other nationality, simply due to sizes of populations of English-speakers, so any group of editors is likely to have more Americans than anything else, including the helpful, constructive, thoughtful ones. I think, however, that there are a higher proportion of editors here now than ever before who have little interest in adding and improving content, preferring to delete, argue, try to raise the bar on notability and fair use guidelines to allow more to be deleted, etc., but I don't see this as a wholly US phenomenon.  08:15",0,0,0,0,0,0
271,"Your discarding of vandalism complaints 

Re a recent vandalism report I submitted , the user in question has received numerous complaints, including from bots, and has resumed the same independent activity after being blocked a couple weeks ago. The user is rarely using authoritative references but apparently only what turns up first on Google. I'd feel differently if the vandal were responding at all to any complaints or if the user weren't making dozens of similar edits each day. I've learned my lesson from you and I won't complain about this user again, and I certainly won't report any others that regularly trash WP with similar types of rumors and fake references, so I don't expect a reply from you, but I think you are making a serious mistake by not treating this as vandalism and immediately imposing restraints. —",0,0,0,0,0,0
272,"Merge is now complete. I removed a section recently added about the content of a current issue, leaving in the text and references about the magazine itself. -",0,0,0,0,0,0
273,"Trust me, Mr. wants the world to know he's gay.  I'm on him hte minute he gets home from school.  I wish you no ill will, but my son was on the computor at 3:16 this morning.  That won't fly.  He is learning a lot from these on-line debates.  Are you?",0,0,0,0,0,0
274,See the news out today in the press: Un parque nacional español se cuela entre los 10 más visitados del mundo. He says the Teide is the 9th most visited in the world today. Do you have anything to say?.83.40.237.202,0,0,0,0,0,0
275,"We needs must be very careful to present these in historical context and without original synthesis, but they are notable to the topic of how parapsychology interacts with other disciplines. A less controversial (and less notable) parallel might be how music theorists have viewed the use of synthesizers in rock music over the last few decades. - 2/0 (cont.)",0,0,0,0,0,0
276,"Vergina Sun

the pic is within fair use as it was made by a person i know and given to the public domain. that's a non-issue.",0,0,0,0,0,0
277,(talk • contribs),0,0,0,0,0,0
278,"Also, please have a look at Wikipedia's notability guidelines, and don't create artciles unless you can demonstrate that their subjects satisfy those guidelines.",0,0,0,0,0,0
279,"""

I notice you reported me for saying I'm webmeister. Um, why? Because I am. I really am the member """"webmeister"""" from that forum. What do you particularly wrong with that?  """,0,0,0,0,0,0
280,73    – Masada and end of Jewish-Roman War,0,0,0,0,0,0
281,If some people are anti-catholic then their just biggots.,0,0,0,0,0,0
282,You ignored him too,0,0,0,0,0,0
283,", as User:Dr.K wasn't saying it in the article",0,0,0,0,0,0
284,"LaserActive 

Hi SchuminWeb, I am confused by your removal of the LaserActive link to the virtual LaserActive museum. Did you have a chance to explore that a little (like on the left, check various sections)?
Cheers, -CyRo",0,0,0,0,0,0
285,Lists of Islamic Jihads,0,0,0,0,0,0
286,"By the way, there is no evidence, except that reported on blogs, that Sanchez is in porn videos. Sure, people could go rent them and watch, but that would be original research and he appeeared under pseudonyms. So you might as well go ahead and eliminate any mention of his porno too. Face it, that's what you want to do anyway. So you might as well get it over with. Down the memory hole at Wikipedia!",0,0,0,0,0,0
287,"I agree. BTW, same story about Navahradak being capital is also repeated on Belarus article. I think these disputes about various national ways to present history of GDL should be on article Grand Duchy of Lithuania and everyone who wants to read more about the Duchy would click the link.",0,0,0,0,0,0
288,"""
Thanks for the update, and my aplogogies for not assuming better faith about the listing errors.  —  Talk """,0,0,0,0,0,0
289,"By the way, I am and always was happy to fix up any specific issues with my edits that Elf brought to my attention (provided they weren't totally unreasonable), but I received no such requests from Elf, all he would do is revert the whole lot without consultation with me first.",0,0,0,0,0,0
290,"""

I find it interesting though that he removed the link to his still intact Userpage talk archive where there seems no alleged """"death threat"""" issue either other than regarding his flame-wars with   """,0,0,0,0,0,0
291,"OOT Bosses

I have something I wanted to discuss with you, but I didn't to bring it up in the public talk pages. I saw that you been leaving various messages on the talk pages of other contributors. And they seem to point the blame at the article changes at myself and the other gent who worked on it. Now I'll take respnosibility, because I contributed. But, you can't very well sit there and act like you weren't part of it. We brought the idea for change up, and you agreed to it. Heck, you even did most of the work. So I'd appreciate it if in the future you didn't try to act like we did something bad against your will. And maybe I'm reading too much into this, and if that's the case, then I apologize in advance. But that's just the way it seems to me.",0,0,0,0,0,0
292,"Notable alumni section 

I removed several people from this section because they do not have their own Wikipedia article, which is required to establish notability. The information I removed is: Jennifer O'Malley Dillon, executive director of the Democratic National Committee, Bob Ward, Fox 25 News Reporter,Gerry Leone, Attorney, Former DA Middlesex County and James Vallee, Attorney, Former House of Representatives Majority Leader. Thanks",0,0,0,0,0,0
293,"""

I'm sorry; I was lazy.  Here's where I got the information about the diphthongal variants  of , and they make it clear in the references that Wells (1982a) is Wells, J.C. Accents of English 1: An Introduction.  Cambridge: Cambridge University Press.  They also say Cruttenden (2001) is Cruttenden, A. (2001) Gimson's Pronunciation of English. 6th edn. London: Arnold.  A Handbook of Varieties of English (Bernd Kortmann, Edgar W. Schneider, Walter de Gruyter, 2004) is where I got the information about  monophthongization in Cockney; they, in turn, referenced Wells (1982).  In this case, """"Wells (1982: 309)"""" refers to Wells, J.C. Accents of English 2  The British Isles. Cambridge: Cambridge University Press.  There you go.   """,0,0,0,0,0,0
294,"Hmm, thanks. But it's a nasty hack really ... — Martin ( · talk)",0,0,0,0,0,0
295,"""
I understand you, but you also should understand me. You shouldn't revert my work. As you can see, I don't disrupt your edits at articles Draza Mihailovic, Josip Broz Tito, or at Template:Yugoslav Axis collaborationism. I realy respect your effort and work there, and I don't revert it. I have no desire to get blocked, or to drag you into another blockade. I want to resolve all this disputes with you. As you can see I already changed Template:Politics of Yugoslavia to a neutral, non-image version. These are my proposals to you:

1) If we put in place your version of the list of Yugoslav Prime Ministers, it will remove Drago Marusic as Prime Minister in 1945, between Ivan Subasic and Tito. If you agree to left him on the list, this dispute is over. If we agree about Marusic, we can also agree about the issue """"Kingdom or DF Yugoslavia"""".

2) Federal Republic of Yugoslavia was a complete different state than Serbia and Montenegro. It wasn't like Kingdom of Serbs, Croats and Slovenes and Kingdom of Yugoslavia, or Federal People's Republic of Yugoslavia and Socialist Federal Republic of Yugoslavia. In 2003, after the adoption of the Constitutional Charter, whole system of government was changed. Even the position of the Prime Minister was abolished, and merged with the position of the President. Those two countries realy need a separate articles. Also, their armies need a separate articles.

3) Articles President of the Federal Republic of Yugoslavia and President of Serbia and Montenegro should remain separate. The last President of FRY was Vojislav Kostunica, from 2000 until 2003 when he was replaced by Svetozar Marovic of SCG (2003-2006). Those two offices was very different (President of FRY wasn't both head of state and head of government, like President of SCG). 

4) Prime Minister of the Federal Republic of Yugoslavia wasn't """"Prime Minister of Serbia and Montenegro"""", but of FRY. That article should retain its current name.

5) As you can see, yesterday I changed Template:Politics of Yugoslavia to a neutral, non-image version. I hope that you agree with this version.

P.S. 

I'm sorry if you think that people from the Balkans are uncivilized. It's not true, believe me. We aren't better or worse than other peoples.   """,0,0,0,0,0,0
296,"William Wilberforce 

No worries. I had noticed the question of attribution, and had a look at the Ferens site before uploading, but saw nothing about the issue. I hadn't thought to look on the Talk page. Thanks for letting me know. Regards,",0,0,0,0,0,0
297,you gotta let somebody love you.,0,0,0,0,0,0
298,"""

Great peace-keeping! That solved the problem in my opinion.  ™ """,0,0,0,0,0,0
299,"Hi

Sometimes you are wright!
Sometimes I am rihgt!

Sometimes we are wright.",0,0,0,0,0,0
300,I've created  (based on ) I haven't tried it out yet to see if it works... will repost — dler —,0,0,0,0,0,0
301,"""
The Marriage article is biased *against* objective truth, Jews and Christians. It has always been that way - with traditionalists eventually blocked and banned. There is a """"Same Sex Marriage"""" article, no Traditional Marriage article. It was deleted. This is an ideological battle in the culture wars. THIS IS WAR. 75.168.209.210  """,0,0,0,0,0,0
302,How is asking for CORRECT REFERENCES disrupting a page? Do you support bad history?,0,0,0,0,0,0
303,"""

 News suppressed on Wikipedia http://rexcurry.net/wikipedialies.html 

RexCurry.net is the historian who made the following discoveries covered elsewhere and on Wikipedia:

1. The USA’s first Pledge used a straight-arm salute and it was the origin of the salute of the monstrous National Socialist German Workers' Party (Nazis).  It was not an ancient Roman salute.  http://rexcurry.net/pledgesalute.html

2. The Pledge began with a military salute that then stretched outward toward the flag. Historic photographs are at http://rexcurry.net/pledge2.html and at http://rexcurry.net/pledge_military.html   Due to the way that both gestures were used, the military salute led to the Nazi salute. The Nazi salute is an extended military salute. http://rexcurry.net/book1a1contents-pledge.html

3. The Pledge’s creator was a self-proclaimed socialist in the nationalism movement in the USA and his dogma influenced socialists in Germany, and his Pledge was the origin of their salute. """"Nazi"""" means """"National Socialist German Workers' Party."""" A mnemonic device is the swastika (Hakenkreuz in German).  Although the swastika was an ancient symbol, it was also used sometimes by German National Socialists to represent """"S"""" letters for their """"socialism.""""  Hitler altered his own signature to use the same stylized """"S"""" letter for """"socialist.""""
http://rexcurry.net/book1a1contents-swastika.html

The Pledge is part of the USA’s growing police-state.  The insane government in the U.S. could cause comatose persons to Pledge dis-allegiance, desecrate the flag, and recite a declaration of independence. Remove the Pledge from the flag, remove flags from schools, remove schools from government.

As a libertarian lawyer, Rex Curry provides pro bono services nationwide in schools and elsewhere, to educate the public about the news.

Government schools will never teach children about their Pledge rights, nor the truth about the Pledge and its author.

Most comments fail to ever mention that Francis Bellamy and his cousin Edward Bellamy were National Socialists in the USA, wrote for and supported their """"Nationalist"""" and """"New Nation"""" magazines, the """"Nationalist Educational Association"""" and pushed their totalitarian dogma in their """"Nationalism"""" clubs worldwide, including in Germany, and that the bible of their movement, Edward Bellamy's book """"Looking Backward"""" was translated into every major language including the languages of those countries that became home to totalitarian socialism and the socialist Wholecaust (of which the Holocaust was a part) under the National Socialist German Workers' Party (21 million dead), the Union of Soviet Socialist Republics (62 million dead), and the Peoples' Republic of China (35 million dead).  It is easy to see why anyone would want to cover all of that up, but it should not be covered up.

In the USA, the Bellamy dogma supported a government takeover of education.  The government's schools imposed segregation by law and taught racism as official policy.  The USA's behavior was an example for three decades before the Nazis. As under Nazism, the Jehovah's Witnesses, and blacks and the Jewish and others in the USA attended government schools that dictated segregation, taught racism, and persecuted children who refused to perform the straight-arm salute and robotically chant the Pledge. Some kids were expelled from government schools and had to use the many better alternatives.  There were acts of violence. When Jesse Owens competed in the 1936 Olympics in Germany, his neighbors attended segregated government schools where they saluted the flag with the Nazi salute.  The U.S. practice of official racism even outlasted the horrid party.  And the schools and the Pledge still exist. The Pledge is still the most visible sign of the USA's growing police state.  

After segregation in government's schools ended, the Bellamy legacy caused more police-state racism of forced busing that destroyed communities and neighborhoods and deepened hostilities.

Bellamy was a self-proclaimed national socialist in the USA, with the """"Nationalist"""" magazine, and he preached what he called """"military socialism.""""  The federal flag darkens schools because Bellamy wanted government to take over all schools and to eliminate all of the better alternatives.  Worse, Bellamy wanted the government to take over everything, not just schools. He wanted the government to impose the military system on all of society. School flags are a symbol of  nationalization, militarism, and socialism.

The Bellamy dogma was the same dogma that led to the """"Wholecaust"""" (of which the Holocaust was a part): 62 million killed under the former Union of Soviet Socialist Republics; 35 million under the Peoples' Republic of China; 21 million under the National Socialist German Workers'",0,0,0,0,0,0
304,"""From their website:
""""In 1965 Rudolf Schenker started up the SCORPIONS in Hanover. """"
Link: http://www.the-scorpions.com/english/history.asp

""",0,0,0,0,0,0
305,"""

Multiple languages
Ethnologue states that what this article refers to as """"dialects"""" are actually seperate languages. Should this article be split?  """,0,0,0,0,0,0
306,"""

The Brazilian figure is based on the national census. If there is no """"racial"""" census in Chile, then the figure is based on what? How can people know the percentage of whites in Chile if there's no census?   """,0,0,0,0,0,0
307,"By the way, I don't practice Islam so I'm not a Munafiq, which means you're not allowed to stone me to death or whatever the punishment is.",0,0,0,0,0,0
308,"the Exeter article has a wikipedia article - so that should go back in (or maybe the exeter article needs someone to take a harder look at him...)  

The latter  I'll be putting some maintenance tags on that article in a bit.",0,0,0,0,0,0
309,PS:  you're all middle-aged losers at home in your parents basements living off 50 bucks a week,0,0,0,0,0,0
310,""":::::What's meaningless is your POV argument.  The most politically charged event of the past 60 years, that piece of the Cold War the entire world pointed to, was the Berlin Wall.  Now, a new wall is being built, garnering similar attention.  What's more, almost everyone who hears of this seperation barrier instantly says, """"like the Berlin Wall?""""  All other references to the Berlin Wall have been removed from the article.  The link belongs.  15:49, 25 Jul 2004 (UTC)

""",0,0,0,0,0,0
311,"""

 I grow tired of protecting articles from bully users. 

AMIB and this other guy, the one word I can associate with them is """"bully"""". They think that they can get away with telling people that their opinions hold no weight in this matter and delete an article. Both of the users are trying to make up reasons for the article to be deleted. The first was that it was of low quality and beyond repair, the second was (and this is the worst) is that a result of keep can result in a redirect, on the basis that redirect votes add to keep, not delete and the third one is that it is unsourcable and should be deleted - unlike the majority of articles which have no sources. There is no logic to this. They didn't create  for fun. I'm not in the mood to be polite with people who aren't interested in acknowledging any other view but their own. -  (talk) """,0,0,0,0,0,0
312,"Hi! It was great to see not only another fan of arrested development, but also a synaesthete! Good on you! You sound like a cool guy! , 19:03 11/03/06",0,0,0,0,0,0
313,for January 2006 discussion.,0,0,0,0,0,0
314,"ah good - swing on, in that case!",0,0,0,0,0,0
315,"jprw 

please visit this link to better understand how wikipedia works:

http://en.wikipedia.org/wiki/Wikipedia:Biographies_of_living_persons",0,0,0,0,0,0
316,"""
 That's beside the point.  The pages are supposed to """"redirect"""" to My  and He is vandalising them.  I hope  """,0,0,0,0,0,0
317,", 5 November 2014 (UTC)
Yeah, you should have a look at WP:CITEFOOT for the syntax.   21:18",0,0,0,0,0,0
318,maintain this block without doing so,0,0,0,0,0,0
319,Absolutely.  Just didn't want people jumping to conclusions and thinking she's a T-1000.,0,0,0,0,0,0
320,This article is blatant advertsising.,0,0,0,0,0,0
321,"""

Thank you, nice translation -). About evolutionism as a scientific belief, I understand it is a unavoidable fact, as it is broadly recognised that any human activity does assume some supporting set of beliefs, although scientists claim their set is the most credible one... Anyway I find this first (proposed) paragraph not very NPOV balanced, for we all may discuss it, and easier now as the rest of the edition is posted below. I think to have kept all the contents. Some few evident additions were intentional. Please discuss. The first paragraph is the one already turned into real English.

 """,0,0,0,0,0,0
322,I have added sorry for taking so long to do it.,0,0,0,0,0,0
323,"""
She's been primarily going by """"Winters"""" ever since first marrying Malcolm. I think I've seen her credited as """"Dr. Olivia Hastings Winters"""" but, am not positive about that.  """,0,0,0,0,0,0
324,"Just Telling the truth

Sorry if the truth is uncomfortable.74.192.7.135",0,0,0,0,0,0
325,"""

I agree. So glad I gave you the leadership. Thanks so much for all you do! ''''''thor 
Thanks Ceranthor, a Happy New Year to you as well.   """,0,0,0,0,0,0
326,yeah well Ben's Dna wouldn't change so he would have no broken bones and then if he changed back into the same alien it would be like it always would. A ingurey doesn't affect Dna.,0,0,0,0,0,0
327,"It can be substantiated. I really don't care to file an RFC. I can't wait for this latest one your buddy is talking about though. In fact, once the RFC is posted, make sure everyone in the article knows, so we can all comment. Who's the sockpuppets this time? You?",0,0,0,0,0,0
328,"Bob 

What's wrong with the picture? Can you make a better one? If so, please do tell.",0,0,0,0,0,0
329,"I think you should rest for a while from WP, take a vac, it would be useful for you.",0,0,0,0,0,0
330,"""

 Please do not vandalize pages, as you did with this edit to Charles Dickens. If you continue to do so, you will be blocked from editing.   Push my button """,0,0,0,0,0,0
331,"""

There is a problem here, is that some editors claim Detroit is not the birthplace of Techno, but do not provide citations to back up their position. At the same time, the internet is bulging at the seams with information showing that Detroit is where Techno was birthed. Certainly, Europe has adopted Techno as it's own, more than America or even Detroit ever has or did, but unless we can get some REAL citations going we need to remove, what I see as, the wishful editing claims that Techno began in Western Europe. We REQUIRE citations. I'm honestly pretty neutral in this, I enjoy techno, but I prefer other genres. I just happened to stumble across the article, read the first sentence and checked the """"citation"""" for the Western Europe claim (as it was news to me) and was sent to a dead page. I searched """"techno origins"""" and found numerous pages saying Detroit birthed techno and added those cites. The evidence is just flat out contradictory to what some editors (wish to) believe. Honestly I do not care, but if Wikipedia is to be a reliable source, we as a community must be honest with what the facts are, or provide evidence (in citations) for alternate claims. I won't be doing any further edits in this article, I'll leave this one alone, I can sense this could turn ugly real quick, so I leave it to people who care more than I do. Ultimately, if I'm wrong fine, no biggie, just please give good citations.""",0,0,0,0,0,0
332,"here is the edit you just warned me for, please stop being a busybody. this is exactly the kind of noob hate i was talking about. thanks. 86.44.33.121",0,0,0,0,0,0
333,"You said that the article should present the facts as found by the ICTY. And they were presented that way. I don't see what is the problem (Actually I know what the problem is, for you and your friends). On the other hand, there is a planty of sources including UN resolutions, US resolution, academic and human rights institutions as HRW and UCR, even in Serbia for instance Natasa Kandic and Fond za humanitarno pravo, which call it the Srebrenica Genocide. So, no need to lie, nor deny. Regards.",0,0,0,0,0,0
334,"""
Quite possible.  As I've alluded to in other posts, things often got mixed up when the explorers noted these things down.  I've only ever heard Black Mountain and Mount Ainslie mentioned, but it could have been Mount Ainslie and Mount Majura.  I still think the """"Nganbra"""" explanation should be present in the """"Canberra"""" article as well as the """"History of Canberra"""" article.   """,0,0,0,0,0,0
335,"In favor of merging==
Since August 2010, the underground and aboveground Cheongnyangni stations have been directly transferrable through a transfer passageway, contradicting Peterhansen2032's argument. As a rule of thumb, on transferrable stations on the Seoul Subway, the information is combined into one, even for stations with different names (e.g. Isu Station, Cheonan Station). Rather than having to go through a disambiguation page to access information on one of the stations, it would be much more efficient to integrate it into one page for convenient viewing. I support merging.   
==",0,0,0,0,0,0
336,"I'm glab that you are willing to consider being more civil on the talk tage but your recent additions of So run away like a good boy. When you grow up, come back and talk.. are uncivil, although I appreciate that you have since promised not to repeat them. It was not my goal in the talk:astromony page to be percieved as insulting you or to be percieved as an adversary, but rather to advice against the confrontational attitude which you appear to have taken from the outset and I am sorry that my comments have been interprated as something other than they were intended. It is my hope that this whole incident will just be an unfortunate minor blip at the begining of your wiki career. Have a great time and stay cool while editing.",0,0,0,0,0,0
337,"Just to let you know, I support your contributions, as being accurate, informative, and educational.  I thank you for taking the time to type them.  I have learned quite a bit from your writings, and I wish to congratulate you on work well done eh.",0,0,0,0,0,0
338,"Unprotect my userpage! 

I need to edit it",0,0,0,0,0,0
339,"Thank you for experimenting with the page December 8 on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.",0,0,0,0,0,0
340,"It's impossible that the population drop in 1 year about 7 000 persons, because Romania's population had increased since the 2002 census. I don't believe the 2002 census, simply because there are too low figures (ex. Roma population of Romania was 500 000 at the census, in reality is about 1.5 mil). Open your mind, Polaron, and read others sources than you provide, becuase not just yours are credible. Here is the official site of the Romanian tourism: []. Check all the cities population and you will see that in reality they are bigger than the census. Arthur 10 June 2006",0,0,0,0,0,0
341,"WIEM encyclopedia 

the article in WIEM is a piece of garbage, without a single source written by unknown author. It is not a valid reference for wikipedia for any facts, and your question is ridiculous. It is your duty to prove that such order existed. I am sick repeating: during the pervious discussion I diligently lookd thru original documents and found nothing even close. I am not less than you interested to present chronology of events of these times.  `'Míkka",0,0,0,0,0,0
342,CARTERNUT1! SHALL NEVER BE BANNED-ALF,0,0,0,0,0,0
343,"""

 You had offered... 

 SSB,
 A while back you had offered to be an intermediary for SqueakBox and I, as we had mutually agreed not to post to each others' talk pages (an agreement of which I am still abiding at least). Well, I would like to ask his assistance with a little Wikipedia-related ... project. I need the help, it may be a little fun for him, and I am totally in good faith (and need) wanting to enlist his assistance.
 If you might communicate to him that I would like to run an idea past him, I would appreciate it. If so, I'll do it as he wishes; on his talk page or on mine. If not, that's fine too and my feelings won't be hurt.
 Thanks!!!  •   •  • 01:13 (UTC)  27 Mar '08""",0,0,0,0,0,0
344,"I only had it there for my own amusement. It made me laugh. Everything I do here is for my own amusement. I do not wish to offend anyone, so I removed it.",0,0,0,0,0,0
345,"More history?
The following was added to the intro at Telescope. I am moving it here because it seems to deal with specifically Optical telescopes. I am putting it in talk because some of it does not have much to do with telescopes (camera obscura, pinhole lenses, ect.), and it is full of un-cited claims.   
Crystal Balls were used in China and India as lenses (possibly in the form of a camera obscura) to see at a distance as early as 400 BCE. Around 1000 CE, the Arabian astronomer and mathematician, Ibn al-Haytham, expanding and scientifically testing theories of Euclid, Ptolomey, and Aristotle, wrote about both pinhole lenses and concave lenses in his mathematical book on vision. Roger Bacon wrote about combining lenses to see at a distance in the 13th century, as did the 16th Century Italian spectacle maker, Giambattista della Porta (1538-1615), and a host of others.",0,0,0,0,0,0
346,"Thanks
Thanks for reverting the vandalism to my userpage. (Even if it was slightly more inventive than the standard vandalism out there.)  Talk to me",0,0,0,0,0,0
347,I think it's about time we update this =),0,0,0,0,0,0
348,"Fred M. Levin 

Hi, I noticed that you created a biographical page for a psychotherapist in the past.  Perhaps you would care to opine on http://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Fred_M._Levin_(2nd_nomination)   mwalla",0,0,0,0,0,0
349,"July 2007 (UTC)

Probably mostly modesty.  Some people would be mortified if their friends and co-workers were to find out they had been snipped, because they confuse their fertility with their virility. Maybe that particular practice had had a bad experience with a meddling relative who found out something they shouldn't.  10:00, 23",0,0,0,0,0,0
350,"""

 Do you even understand how ironic this statement is? 

Hello, I'm Ronz. Wikipedia is written by people who have a wide diversity of opinions, but we try hard to make sure articles have a neutral point of view. Your recent edit seemed less than neutral to me, so I removed it for now. If you think I made a mistake, or if you have any questions, you can leave me a message on my talk page. Thank you. Ronz (talk) 
See also WP:OR and WP:BATTLE. Ronz (talk) 
If this is a shared IP address, and you did not make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.

What you just did, is called censorship. Censorship. You do not like my opinion, so you censored it. I made no edits, I simply expressed opinions. I did not change anything. I brought up logical statements for discussion. Who are you anyway? Who gave you the power to decide what is """"neutral?"""" I do not understand what your purpose is. Haha, who are you, the Official, the Authority, the Almighty, I have to discus with you how my statements are necessary and then you, the Official, decide. How ironic, are you aware you go against everything Wikipedia is about, unregulated discussion.""",0,0,0,0,0,0
